path	disposition	provider	rationale	inventory_origins
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_BUILD_ROTATE.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_CLIFF.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_EYEDROPPER.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_FENCE.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_FLOOD_FILL.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_GROVE.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_HAND_SCROLL.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_MOLD_POINTER.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_MOVE_POINTER.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_PLACE_OBJECT.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_POINTER.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_POLYGON.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_POLYGON_MOVE.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_POLYGON_PLUS.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_RAMP.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_ROAD.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_ROTATE.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_Scorch.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_WATER.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_WATER_MOVE.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_WATER_PLUS.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDC_WAYPOINT.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDI_Hide.ico	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDI_Show.ico	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/IDI_Thumb.ico	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/TileTool.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/Toolbar.bmp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/WorldBuilder.bmp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/WorldBuilder.ico	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/WorldBuilder.rc	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/WorldBuilder.rc2	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/WorldBuilderDoc.ico	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/cross.cur	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/folder.bmp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/foldersc.bmp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/resource.h	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/toolbar1.bmp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/res/toolbar2.bmp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/AutoEdgeOutTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/BaseBuildProps.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/BlendEdgeTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/BlendMaterial.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/BorderTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/BrushTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/BuildList.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/BuildListTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/CButtonShowColor.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/CButtonShowColor.h	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/CFixTeamOwnerDialog.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/CUndoable.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/CameraOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/CellWidth.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ContourOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/DrawObject.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/EditAction.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/EditCondition.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/EditCoordParameter.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/EditGroup.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/EditObjectParameter.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/EditParameter.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/EulaDialog.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ExportScriptsOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/EyedropperTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/FeatherOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/FeatherTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/FenceOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/FenceTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/FloodFillTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/GlobalLightOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/GroveOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/GroveTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/HandScrollTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ImpassableOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/LayersList.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/LightOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/MainFrm.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/MapPreview.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/MapSettings.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/MeshMoldOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/MeshMoldTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/MoundOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/MoundTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/MyToolbar.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/NewHeightMap.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ObjectOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ObjectPreview.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ObjectTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/OpenMap.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/OptionsPanel.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/PickUnitDialog.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/PointerTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/PolygonTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/RampOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/RampTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/RoadOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/RoadTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/RulerOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/RulerTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/SaveMap.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ScorchOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ScorchTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ScriptActionsFalse.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ScriptActionsTrue.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ScriptConditions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ScriptDialog.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ScriptProperties.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/SelectMacrotexture.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/ShadowOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/SplashScreen.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/StdAfx.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/TeamBehavior.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/TeamGeneric.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/TeamIdentity.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/TeamObjectProperties.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/TeamReinforcement.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/TerrainMaterial.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/TerrainModal.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/TerrainSwatches.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/TileTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/Tool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/WBFrameWnd.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/WBHeightMap.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/WBPopupSlider.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/WHeightMapEdit.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/WaterOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/WaterTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/WaypointOptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/WaypointTool.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/WorldBuilder.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/WorldBuilderDoc.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/WorldBuilderView.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/addplayerdialog.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/brushoptions.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/mapobjectprops.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/playerlistdlg.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/propedit.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/teamsdialog.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/wbview.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/WorldBuilder/src/wbview3d.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/arrow.cur	excluded	none	manifest input is absent from the repository or outside its source boundary	ZH_LEGACY_UNAVAILABLE_SOURCE_RECORDS
GeneralsMD/Code/Tools/assetcull/assetcull.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/autorun.ico	excluded	none	manifest input is absent from the repository or outside its source boundary	ZH_LEGACY_UNAVAILABLE_SOURCE_RECORDS
GeneralsMD/Code/Tools/buildVersionUpdate/buildVersionUpdate.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/mangler/Makefile	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/mangler/crc.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/mangler/crc.h	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/mangler/endian.h	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/mangler/mangler.cfg	excluded	none	manifest input is absent from the repository or outside its source boundary	ZH_LEGACY_UNAVAILABLE_SOURCE_RECORDS
GeneralsMD/Code/Tools/mangler/mangler.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/mangler/mangler.h	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
GeneralsMD/Code/Tools/mangler/mangler.log	excluded	none	manifest input is absent from the repository or outside its source boundary	ZH_LEGACY_UNAVAILABLE_SOURCE_RECORDS
GeneralsMD/Code/Tools/mangler/manglertest.cfg	excluded	none	manifest input is absent from the repository or outside its source boundary	ZH_LEGACY_UNAVAILABLE_SOURCE_RECORDS
GeneralsMD/Code/Tools/mangler/manglertest.cpp	tool-only	none	authoring or maintenance tool outside the game runtime	ZH_LEGACY_EXCLUDED_SOURCE_RECORDS
